center,left,right,steering,throttle,brake,speed
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_37_641.jpg,0,0,0,0.000274814
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_37_712.jpg,0,0,0,0.000279869
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_37_783.jpg,0,0,0,0.000277242
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_37_853.jpg,0,0,0,4.65E-05
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_37_922.jpg,0,0,0,6.03E-05
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_37_993.jpg,0,0,0,7.65E-05
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_063.jpg,0,0,0,8.97E-05
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_132.jpg,0,0,0,0.00010572
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_204.jpg,0,0,0,0.000126978
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_274.jpg,0,0,0,0.000127311
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_344.jpg,0,0,0,0.000239785
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_414.jpg,0,0,0,2.63E-05
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_485.jpg,0,0.03773849,0,0.001528155
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_557.jpg,0,0.2724636,0,0.1870369
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_623.jpg,0,0.325815,0,0.4265695
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_695.jpg,0,0.09077752,0,0.5955158
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_766.jpg,0,0,0,0.6008275
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_839.jpg,0,0,0,0.5959963
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_910.jpg,0,0.09741785,0,0.5978324
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_38_982.jpg,0,0.3320683,0,0.8721807
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_053.jpg,0,0.5088014,0,1.192361
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_126.jpg,0,0.7656108,0,1.770368
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_198.jpg,0,1,0,2.63674
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_270.jpg,0,1,0,3.33783
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_343.jpg,0,0.842594,0,4.215101
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_415.jpg,0,0.6077695,0,4.865157
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_486.jpg,0,0.4494935,0,5.203638
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_558.jpg,0,0.6841958,0,5.728333
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_630.jpg,0,0.8602815,0,6.266505
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_698.jpg,0,1,0,7.149872
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_770.jpg,0,1,0,7.832171
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_844.jpg,0,1,0,8.735895
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_911.jpg,-0.05,0.880307,0,9.3751
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_39_983.jpg,-0.25,0.6422791,0,10.01073
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_057.jpg,0,0.8443772,0,10.60139
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_124.jpg,0,0.7026324,0,11.09603
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_192.jpg,0,0.518571,0,11.32767
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_261.jpg,0,0.2915541,0,11.56522
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_328.jpg,0,0.3532155,0,11.99941
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_401.jpg,0,0.5920738,0,12.19053
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_474.jpg,-0.05,0.7705321,0,12.58747
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_545.jpg,-0.25,1,0,13.50644
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_617.jpg,0,0.97836,0,14.21222
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_686.jpg,0,0.7933757,0,14.7768
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_752.jpg,0,0.6272575,0,15.21457
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_823.jpg,0,0.3760572,0,15.59702
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_895.jpg,-0.1,0.1445378,0,15.64633
C:\\Users\\USER\\Desktop\\SmartTechCA2_XuTeckTan\\DataForCar2\\IMG\\right_2019_04_02_18_05_40_965.jpg,-0.25,0.2877887,0,15.65783
